preperation_level,study_hours,sleep_hours,revision_frequency,exam_stress_level,performance_scores
3,19,13,4,5,100.0
2,21,21,4,2,100.0
1,15,6,1,2,73.21407665386998
2,21,7,7,3,98.81529304852599
3,9,11,7,4,100.0
3,7,13,3,1,84.38632575845911
3,17,2,7,2,93.1132946029094
3,6,5,1,4,53.317093529904454
1,2,9,6,4,53.02159876981175
2,16,19,1,5,97.21591330648471
2,1,6,7,5,50.626201658268585
2,13,1,6,3,78.99858925975371
2,12,22,2,4,76.41783746348759
3,5,23,2,1,57.19835630477017
3,7,13,6,3,95.18112261569829
2,7,19,3,2,79.55787706623038
3,1,21,5,5,62.44453488694375
2,6,11,6,3,83.72552302896663
3,13,23,5,3,97.00163391732997
3,24,5,3,3,64.89036079709327
2,5,14,7,4,93.59647951180165
3,2,7,3,2,53.68983058129355
2,13,6,5,2,90.01506026073493
3,4,14,5,5,83.68727811591133
2,17,15,6,5,100.0
2,19,13,3,5,100.0
3,5,15,7,5,96.70958441898094
1,3,5,6,3,48.29674616817316
3,6,9,6,2,80.63576464092961
3,4,6,5,5,58.308579607442404
2,7,7,4,5,61.61664653177673
2,16,3,6,2,86.38120694726024
1,2,22,6,4,58.15811462672481
1,7,15,4,5,74.33689611710939
1,21,15,6,2,100.0
1,23,15,3,5,88.24745204855935
3,7,3,3,1,58.3959932022845
1,24,23,3,3,60.48017035064896
2,15,17,7,5,100.0
2,2,23,7,2,61.938530362090226
2,10,7,4,5,75.7981998528934
2,24,5,4,1,61.937825412938075
2,8,7,1,1,60.33185358985526
3,7,2,3,3,50.49771469724933
3,1,10,2,3,57.43300945354866
2,8,9,3,2,76.64103581429293
1,6,1,5,1,53.10713618006017
1,12,16,4,5,96.30808894647755
1,13,8,4,1,92.66785906896587
3,12,18,1,5,100.0
2,23,9,7,4,98.59871000108946
2,22,15,5,3,100.0
1,14,11,7,4,100.0
2,10,6,7,5,79.84444434349469
2,23,18,3,4,97.09722357070841
1,11,24,4,3,69.15833009590551
1,3,15,1,2,58.609611324442525
3,1,20,5,4,64.94272588294578
1,1,14,1,4,45.11891600970593
1,22,11,2,4,87.29347892154013
3,15,17,1,2,100.0
2,11,10,4,1,88.83187959243976
1,22,16,1,4,88.90130557381035
2,20,17,3,5,100.0
3,10,14,4,1,99.05822486751852
2,22,19,5,1,100.0
1,7,6,2,1,51.325808842693455
1,15,16,7,1,100.0
3,1,16,5,3,73.12843769040524
1,19,21,4,5,100.0
1,6,21,4,5,62.36769678023858
2,11,22,7,1,100.0
1,10,13,5,4,87.28007604252858
2,7,4,5,4,54.94829717819742
3,12,4,5,3,77.52574610877909
3,8,10,1,2,77.94381734444362
2,2,22,4,2,57.71943047395995
3,7,5,7,1,75.22285197333424
1,14,3,1,2,63.397058322910624
1,7,18,7,5,94.39905598047469
2,10,15,1,4,86.7666758800173
2,3,5,6,4,55.26344005070422
2,9,21,7,3,99.24227131253559
3,22,23,6,4,91.58665396406809
2,3,9,1,1,42.44950688178009
2,18,15,1,2,100.0
2,12,10,4,2,94.7348481617168
1,21,1,7,1,75.78282330285717
1,5,14,1,4,58.759311481828114
1,14,22,3,1,85.7461459933949
3,7,13,2,2,84.0059690374202
2,10,9,5,3,88.74896996361142
1,7,3,5,5,47.59368713569607
2,16,23,5,1,92.80055776555531
1,3,14,2,5,57.049650968832466
1,13,19,3,3,100.0
2,4,18,2,2,66.27509033117452
1,18,11,4,3,98.06128590465937
1,17,14,2,3,97.97599093599196
1,22,4,2,2,60.225243636669866
1,6,8,2,2,52.203695907208036
3,4,22,4,3,68.33712294446119
1,18,1,1,2,60.81737300918728
3,24,7,6,3,81.31526485590678
2,22,15,2,4,97.36208585660066
2,7,17,6,4,92.37396937880922
2,15,1,4,2,76.3221752479006
1,10,14,1,1,80.45208639022505
2,1,2,2,5,17.792085264451956
3,24,24,6,5,76.41506626890629
1,15,9,1,3,82.40039880276008
1,15,6,3,4,85.68512598848947
3,6,13,1,4,69.41448193288718
3,3,24,5,1,54.4780100190706
2,7,13,7,5,93.59221581544026
3,15,18,7,5,100.0
1,23,22,5,1,81.81140123362634
2,23,16,5,1,100.0
1,3,7,4,1,46.11007733627755
2,3,3,4,4,35.49129121037814
3,11,9,5,2,95.23211283444395
2,16,2,4,4,77.49431987397318
2,9,4,7,3,73.74953926865119
3,6,18,7,2,95.72941640577903
2,23,14,2,4,85.7511260464077
3,5,17,6,4,88.8472954421738
1,13,16,6,4,100.0
1,15,14,7,1,100.0
2,6,8,1,5,49.7855495524982
3,21,2,5,2,85.41984867332768
3,24,5,2,5,59.89025375592287
2,12,19,1,5,88.53528776185682
3,16,1,3,4,76.45737774968244
2,8,4,5,3,60.545911111451375
3,23,20,1,4,92.30593633823003
1,24,1,6,3,51.164391683408105
1,2,14,7,2,67.86815159827982
2,20,9,4,2,97.40884450143075
2,15,1,5,2,80.79071497423406
1,13,12,2,5,94.6738063626859
1,1,23,4,5,41.46045663855641
1,15,9,5,3,100.0
2,10,2,7,2,72.17310656299324
1,20,24,2,5,71.79994571221137
3,19,11,6,1,100.0
3,5,6,1,5,48.235034310444405
2,15,24,4,5,80.14269759959171
3,6,14,3,4,79.55806833858753
3,13,17,5,2,100.0
3,23,6,3,5,73.4087771883937
2,16,2,5,1,79.69259853706862
1,15,24,5,1,81.0186382144419
1,8,7,6,4,72.83493917874114
1,17,2,1,2,59.18670229110062
2,9,14,3,4,85.30166226734383
1,10,5,3,5,63.643985568607896
2,8,13,5,3,89.71519262994423
2,14,1,2,5,64.45369000738849
1,12,2,2,3,57.1109844465419
3,12,17,1,3,94.70933469954576
1,17,4,2,2,72.20761423447519
2,16,3,1,1,65.4964209529586
1,21,22,5,1,88.92333102827695
1,18,2,7,3,83.6728741152547
3,17,21,2,2,100.0
3,22,6,2,4,77.09125603340144
1,5,11,5,3,67.34175785600745
1,12,21,4,5,94.19731262452983
3,9,21,3,5,83.60275164732738
2,11,3,3,1,68.70781309182173
3,2,8,2,2,53.922351759748764
1,16,3,6,2,89.00404942928233
3,7,3,7,1,67.66783636948459
1,18,24,2,2,74.67722263965338
1,2,17,3,2,69.76232082406555
1,9,7,4,1,67.44654559684959
1,13,16,1,1,96.5650315626994
1,17,23,4,3,91.35536429584278
2,21,22,6,1,100.0
3,13,24,2,5,77.97415107445957
3,12,14,7,4,100.0
2,14,23,5,2,91.37734141682934
2,8,23,3,5,69.97624475181283
1,15,4,3,5,68.01666822226943
3,10,18,6,5,100.0
3,24,24,1,2,62.00073902085402
3,16,12,3,4,100.0
3,6,15,2,3,77.90177703265437
1,24,15,1,1,73.16889873184493
3,22,2,1,5,57.15478978667268
3,14,13,6,5,100.0
3,9,24,1,2,57.026185479864175
2,13,3,5,3,79.13071298885515
1,14,3,6,3,77.51719785590761
2,20,5,7,4,96.76653089388078
2,13,20,2,4,93.4201951866575
2,14,12,1,3,94.8904753106951
2,2,8,2,2,43.541105085654685
1,14,2,6,1,85.01465559107318
3,1,15,5,2,80.57214178751494
3,16,4,5,1,90.3351441352917
2,8,5,2,1,58.688496939201826
1,19,7,7,3,95.80771425936436
3,3,13,6,1,76.40601140580266
1,22,16,2,1,92.61001184784587
2,17,8,7,5,100.0
1,9,23,1,3,61.67182805392268
2,1,12,7,2,72.95296417854276
2,19,21,6,4,100.0
2,20,19,1,1,100.0
3,9,3,4,3,62.98416296833522
3,21,10,2,4,94.05586835846378
2,21,12,7,3,100.0
2,9,22,3,3,82.31538491889891
3,23,5,2,2,65.23454258932887
2,7,4,6,5,60.31010177584152
3,1,11,4,3,58.513449850542465
3,8,9,1,3,75.9042157749274
3,16,24,5,5,100.0
2,16,7,4,5,93.0937574017795
2,22,12,6,2,100.0
2,19,19,4,1,100.0
3,21,6,3,5,91.06410564424404
1,14,13,5,3,100.0
2,13,6,1,5,74.26991236072318
3,16,20,6,1,100.0
2,20,1,1,1,62.17527225007957
2,16,19,6,1,100.0
2,12,4,2,2,67.23516656500016
2,3,13,6,2,71.75125898186631
1,22,12,3,2,89.61279216224514
3,20,8,6,1,100.0
2,22,23,7,5,97.33390227974941
3,12,11,7,3,100.0
3,23,8,3,3,83.37435438514427
3,4,9,5,1,68.88445659361052
3,15,14,4,5,100.0
3,24,22,3,1,77.1512920892111
3,6,6,2,1,56.14454856404058
1,11,15,6,5,100.0
3,6,5,6,1,65.93631766592632
3,6,18,4,5,87.8731765793554
3,3,21,4,4,61.86845308315478
2,8,19,5,2,93.2836805159571
2,18,22,7,4,100.0
1,6,4,5,2,51.3352974463142
2,24,16,7,1,100.0
3,8,16,7,5,100.0
1,17,5,3,4,84.713756537591
1,8,3,3,5,38.633792393266845
3,19,12,3,3,100.0
3,8,22,6,5,84.14226154719167
2,17,5,2,3,79.50549345214155
2,13,15,3,5,100.0
1,15,9,6,5,97.66430958042926
2,16,15,4,4,100.0
2,16,21,6,1,100.0
2,18,16,7,4,100.0
2,10,9,7,2,93.67689407980416
3,12,10,6,4,100.0
2,10,19,6,2,100.0
3,7,13,1,4,76.9204496339938
2,18,4,1,5,72.20755880414609
2,7,2,2,2,44.50645390894691
1,20,18,5,1,100.0
1,8,5,6,5,67.75460481922408
1,24,11,1,3,70.31178820647283
2,2,18,2,2,55.39823082956219
2,22,1,5,4,71.81913235160617
3,24,9,2,5,78.45104570350692
2,10,8,6,1,91.54843337070481
2,3,5,5,5,43.58258720043507
1,23,7,6,3,78.87393398585125
3,5,12,7,4,89.01392998186161
1,9,8,2,5,61.83621947849699
1,12,5,3,3,68.6840877796285
2,2,14,7,2,80.50379887494839
3,18,15,4,4,100.0
3,9,8,2,1,71.15297310554848
2,6,19,7,3,86.64964412260419
2,18,8,5,2,100.0
3,5,19,4,2,84.6547467543592
3,8,24,2,1,65.53801053567877
3,5,14,2,1,69.58859859622844
1,24,7,1,4,54.97744301520739
2,8,20,4,5,84.497825844023
2,2,13,1,4,53.71191245824107
2,9,2,1,3,48.74092660132418
1,18,24,4,3,88.25129639269048
3,22,13,1,4,96.9922625899063
1,10,20,2,4,81.13656292525589
2,1,2,6,4,41.38953807498319
3,14,15,6,3,100.0
1,13,16,3,1,100.0
3,21,22,2,4,90.52760649851234
3,6,13,7,2,100.0
1,4,24,2,2,41.931881547249986
1,24,6,5,3,66.86996683248658
3,10,10,3,1,94.0558645700371
3,11,11,6,4,100.0
1,21,11,7,2,100.0
1,8,5,7,4,70.12241885513163
2,3,8,3,4,48.609642230143486
2,22,21,7,1,100.0
3,1,17,7,3,84.53079447746616
2,6,13,2,2,75.46669939452612
3,21,8,1,4,82.50491739139353
3,15,6,2,1,86.29820657504376
1,12,16,3,1,95.05655062701688
3,11,6,5,2,87.3160779381997
3,21,18,5,3,100.0
2,12,12,3,4,100.0
1,1,19,7,5,75.67291199942599
2,3,5,3,2,41.82366934760228
2,18,3,3,3,78.5838269739921
1,24,24,4,2,56.819252781944286
2,1,1,2,1,18.59485032748335
1,13,23,4,1,82.04103360247143
3,2,11,3,3,56.1215788847739
1,20,12,6,4,100.0
1,2,1,3,5,21.817415349271513
2,23,21,2,4,86.00597417851694
1,24,20,4,1,86.18507356984813
3,21,20,3,2,100.0
2,7,10,6,1,84.14184923392659
3,7,3,4,1,58.56203902815881
2,2,12,7,4,76.67269382845623
3,24,12,5,2,90.20201495227627
1,23,15,3,3,91.05206398082005
3,12,10,3,5,94.27724165990567
2,15,8,2,3,95.84274279557468
1,4,20,3,1,60.505762364323544
2,14,2,7,2,84.51321417111066
1,8,22,1,2,63.15683501303096
1,10,12,7,4,95.13347553264482
2,5,21,4,5,66.67330310558211
1,22,22,1,3,71.09579208297276
3,1,14,7,4,82.58135638231077
3,2,9,3,1,52.36773123954346
1,17,21,7,1,100.0
2,15,5,5,1,87.11076422955193
3,17,18,2,2,100.0
1,21,10,2,3,86.50592395548364
2,17,23,6,1,100.0
2,11,16,4,5,98.38548180708713
2,10,3,6,4,74.13640541487683
2,6,2,4,3,49.028043783512786
1,1,12,7,3,67.5671063558443
1,18,14,4,4,100.0
2,23,17,5,2,100.0
1,19,8,7,1,97.32091983249983
1,6,18,6,2,90.5770312669375
2,15,16,1,3,100.0
1,8,11,5,3,81.41872648531199
3,15,13,6,3,100.0
3,20,14,4,1,100.0
3,18,19,6,3,100.0
2,10,12,5,5,98.15116290480613
1,7,5,3,2,49.342325061064244
2,16,6,2,3,85.93759015942031
1,1,1,6,4,34.9723327657174
3,12,9,7,4,100.0
2,11,10,5,4,92.77305280392348
3,20,4,6,1,92.3570062367949
1,3,11,4,5,59.3529629605109
3,5,1,5,2,53.01817891636534
1,24,22,1,2,61.53129323835038
2,23,6,3,4,72.0195718253356
1,20,3,4,3,72.09326229765485
1,19,19,4,5,100.0
3,20,10,5,5,99.499886914027
3,2,17,3,2,72.22256149324983
3,5,1,4,2,44.816513392223044
1,22,4,5,1,71.37487319475369
1,24,15,6,5,94.38585626668215
1,10,17,1,3,84.96638920301305
3,24,17,3,5,98.17835180245929
2,18,10,6,4,100.0
2,23,2,6,3,72.11417039686174
3,4,6,4,3,58.793754408116506
3,1,11,7,5,78.23787689694022
3,18,18,3,4,100.0
3,14,12,3,3,100.0
3,16,17,1,1,100.0
1,6,13,3,4,68.82832370840819
2,9,7,3,1,68.51950073852035
3,7,9,6,4,84.68745288474041
1,22,10,3,1,79.88555077072704
2,15,18,7,3,100.0
3,23,23,3,4,86.55440289207631
1,14,5,7,4,88.89372282069108
3,11,3,2,4,65.8634284298637
3,24,8,1,4,67.87705690198638
2,18,3,2,1,74.06894727738779
1,18,19,4,2,100.0
2,3,6,5,5,57.464814280620224
2,20,9,3,5,92.52136993461615
1,16,17,2,4,100.0
2,10,1,2,1,51.01074843563633
2,4,10,1,4,53.47582501083246
1,1,6,7,5,51.84581240141088
2,21,12,7,5,100.0
1,1,8,4,3,44.751938846499165
2,6,8,4,3,67.95356333813088
3,23,20,5,2,100.0
3,20,12,7,2,100.0
2,14,14,3,5,100.0
3,3,14,3,3,72.13662714631606
1,18,11,1,4,88.95750220268555
2,4,5,6,2,56.51571724741314
3,21,9,6,1,100.0
1,15,4,4,5,83.69543819242432
2,16,2,7,4,91.72541417048166
3,5,9,2,1,65.05553462636544
1,23,19,5,3,93.70757693992114
1,13,2,3,1,62.28114002421394
1,13,21,6,5,98.18191015183359
1,7,14,4,3,79.69654978747154
1,7,4,3,5,46.41459589340106
3,6,1,2,5,38.83027068520427
3,22,23,4,4,94.1834066375796
1,19,24,6,3,88.87297791949239
2,12,9,6,1,98.38950538793874
2,2,18,1,4,63.266319223418165
1,2,1,5,1,35.313738689331245
3,21,11,2,2,97.87487838417775
2,6,18,4,4,79.99449359515013
3,14,12,6,1,100.0
3,21,3,5,2,82.078220800391
2,4,1,4,5,33.111346731166066
3,21,1,1,5,66.57721833846712
1,12,8,5,5,84.53922245002717
2,3,2,2,4,36.47926890868324
1,24,6,5,3,72.43132677668875
1,2,23,4,4,49.75283399600354
2,23,1,6,4,70.23485259276995
3,7,5,6,4,71.1985577320418
1,18,17,7,3,100.0
3,17,14,5,2,100.0
1,8,20,4,3,82.47204213828502
2,8,22,7,3,88.87670814898445
1,21,19,5,4,100.0
1,8,2,7,2,64.13283798124309
2,7,10,1,2,67.13996231029883
2,20,15,4,3,100.0
3,2,4,4,4,44.93205099317389
2,13,23,1,5,76.19760410535095
2,17,21,7,5,100.0
1,21,10,6,5,97.09501917894679
3,13,12,5,5,100.0
3,19,24,4,5,91.95034596388331
3,22,7,7,3,100.0
3,19,24,5,4,96.0841480479494
2,11,11,5,3,96.83613608707937
2,6,23,1,5,47.9412545124453
2,12,7,7,4,94.68303757386064
2,11,8,1,2,74.14456427453294
1,24,2,1,2,44.13272730661624
2,22,4,5,3,76.26519412722685
2,12,18,5,5,100.0
2,16,22,7,2,100.0
1,22,23,3,1,74.74186546641423
3,7,1,1,3,41.071197099896104
3,5,4,2,3,44.861461578090115
3,14,22,2,1,96.01570973268231
1,23,19,3,2,85.05763922273847
3,11,23,7,1,100.0
1,2,17,1,2,55.786313964548725
1,8,1,1,2,36.80475361953089
3,6,17,1,5,79.17581447315159
2,12,18,7,5,100.0
1,23,1,1,3,42.677719812921254
1,12,21,5,1,96.15875623669474
2,11,6,5,5,71.21332940234485
3,6,2,1,4,37.91455256395646
1,16,23,1,2,73.9722371930002
2,15,1,4,5,74.16970045328843
2,4,3,1,3,26.54234298767872
2,20,18,4,5,100.0
1,6,22,1,5,53.11444647942497
1,5,9,2,3,52.324017590918515
1,15,10,5,1,100.0
3,17,15,2,2,100.0
1,17,13,1,1,99.0600401733961
1,20,4,6,4,78.5231759527866
3,8,16,2,3,91.18181343472476
2,17,4,4,5,80.36910813036738
3,6,11,2,2,70.4690067599022
1,1,4,7,2,46.26762153560628
2,12,18,5,1,100.0
1,22,20,6,4,99.92668352826314
2,13,7,2,3,78.21778078208956
3,14,7,7,3,100.0
1,21,13,2,5,93.63407084844896
3,24,5,2,5,62.81864296201587
3,12,14,1,4,96.36432822046184
3,17,16,3,3,100.0
1,2,5,2,5,26.24494224534466
3,8,18,3,5,89.63226319856913
3,4,10,4,5,71.87849082193735
2,16,22,2,3,96.92428996255279
2,18,24,3,3,82.15811348845507
1,15,5,6,1,87.57607900064227
2,19,15,6,4,100.0
3,19,8,5,1,100.0
3,5,16,5,4,86.80810412681919
3,14,17,3,5,100.0
3,21,12,3,5,100.0
3,21,20,5,4,100.0
1,3,17,3,2,55.99726998582478
2,22,8,2,1,81.82682941366241
3,18,11,7,5,100.0
3,15,13,1,5,100.0
1,9,4,2,1,49.19378360603511
2,9,9,1,5,67.86043966804142
2,16,24,4,2,90.51470205831352
1,8,20,1,1,67.59749355975406
3,19,11,1,5,100.0
1,10,13,3,1,89.2775106981848
1,6,23,1,4,50.10590901262935
2,9,14,7,1,100.0
1,13,18,4,1,98.67357328525752
2,22,7,1,3,73.66233560528897
1,6,4,1,1,32.10237487529723
1,15,11,4,5,100.0
1,20,3,7,5,84.48855715903233
1,14,13,2,3,97.50084958741124
3,18,8,1,1,92.6735689056709
1,18,8,2,4,82.23161807253213
1,12,22,5,1,91.32955899920535
2,20,22,3,4,92.72795722705726
1,17,10,6,1,100.0
3,6,4,6,4,72.861794372912
1,2,4,3,1,31.883816403116583
2,11,3,4,1,68.2267575486834
2,3,10,1,2,48.570478548212996
3,3,10,6,4,67.68568839451679
2,11,4,3,4,68.27040940793586
2,21,15,2,1,99.6775315451751
2,14,16,4,4,100.0
3,24,4,3,3,60.22149521887491
3,16,17,4,2,100.0
2,14,13,6,2,100.0
1,13,15,2,5,86.5828733170783
3,24,3,2,3,54.05816672874978
2,22,7,5,1,87.24560734021033
2,1,14,7,5,77.68911362136713
3,22,11,2,4,87.05621851606861
3,18,15,3,4,100.0
1,2,11,3,1,52.696022848543414
3,3,15,4,1,71.92783456855285
1,3,5,6,2,49.707452746204545
3,15,4,3,3,85.57029297902012
1,24,4,3,5,54.132608994132234
3,3,20,1,4,62.505306260725014
1,7,3,6,5,51.963507605526495
1,11,21,5,3,94.64908203440352
1,16,13,1,2,95.69911946506645
1,14,5,4,3,78.13744593358153
1,2,10,6,5,54.035601500180434
1,24,12,7,2,100.0
2,24,6,2,2,65.92318461683733
3,24,23,1,5,59.55627372548925
2,11,14,1,2,88.93475458800275
2,22,16,7,2,100.0
2,8,9,6,2,82.73613175054017
3,7,13,5,5,93.73968127927101
2,13,17,6,4,100.0
1,17,15,2,4,100.0
1,15,18,3,4,100.0
1,16,21,4,3,98.54809423132326
2,11,18,6,3,100.0
3,5,12,6,1,85.55363850851165
1,6,9,3,1,64.05122878864931
3,6,7,3,2,70.4976082005068
1,24,6,4,5,63.95997362620407
2,3,23,7,1,61.44229599299661
1,13,4,4,4,70.2854421027205
2,1,1,3,2,25.821820133515438
3,7,17,6,4,100.0
1,17,10,4,3,99.58297522017615
1,4,5,6,1,48.944884667208726
2,4,11,5,5,70.4433573910782
2,19,2,4,5,74.96796102563418
3,20,7,5,3,98.97248466883491
3,8,2,7,4,75.45662762113933
1,18,10,4,2,98.97999969569783
1,4,8,4,1,50.71239707139098
2,18,8,2,3,92.46028840706614
2,1,18,6,4,78.74820807101763
1,10,13,1,4,78.29087561585413
2,9,7,6,1,78.52653930103615
2,14,5,1,1,72.05122133857493
3,18,22,1,2,94.00621167401553
1,4,22,1,3,46.613624409215326
1,11,4,1,5,47.852237325083216
1,8,12,2,2,69.49168997223262
1,19,13,2,5,95.08374328360217
1,1,1,1,2,10.34599614243293
2,18,21,5,3,100.0
3,8,20,5,3,94.87715973445674
3,18,16,6,2,100.0
1,20,17,5,1,100.0
2,7,24,6,1,70.28603696000887
1,17,8,1,3,77.22738423908801
2,13,19,3,1,100.0
1,15,7,2,5,81.79016963740195
3,11,2,6,5,71.67098084584643
2,20,11,3,3,98.15333569532223
2,10,10,5,4,91.73832030051055
2,16,5,5,4,95.43295872333964
1,16,11,7,1,100.0
2,20,5,6,4,92.54133077708018
1,7,2,1,5,35.209999390908656
3,20,14,3,1,100.0
2,2,12,6,1,66.93789456955204
1,1,22,1,2,38.357978956466965
3,11,4,4,5,75.69263547241974
3,13,6,1,3,77.35076030067546
2,1,4,2,1,32.28915383711141
1,24,4,7,4,64.24140963940857
3,18,17,2,5,100.0
1,6,9,5,3,63.554501462633276
3,2,4,4,5,41.11168394379662
1,6,22,1,4,52.373057865793434
3,7,24,2,2,57.967439443355076
3,14,16,6,4,100.0
1,5,9,3,2,56.72593221296572
2,4,19,7,4,80.25464097017091
3,19,14,3,5,100.0
2,3,9,5,4,62.675677121712226
2,4,23,3,2,52.99824724039672
3,1,7,5,2,56.865062502590966
2,18,10,4,2,100.0
1,1,24,2,3,28.07157374510248
1,16,11,4,3,100.0
3,2,13,7,5,83.26818743080817
3,7,8,3,5,69.7604975680549
1,4,22,7,5,66.08798505175417
2,8,10,1,2,71.32942609831358
2,23,10,5,2,93.00633669133778
2,13,12,5,3,100.0
3,9,4,3,1,68.71744141957402
1,17,12,2,4,89.68584153415215
3,19,15,4,1,100.0
3,3,6,6,1,54.64196521280883
2,15,18,7,5,100.0
1,10,11,3,2,79.17824738112064
1,15,24,7,4,93.34130359641011
3,3,11,7,5,82.54893543198398
2,14,16,7,2,100.0
2,16,9,5,2,100.0
1,12,18,5,1,99.67920844128282
1,20,13,5,4,100.0
2,11,3,2,3,62.03276876071529
1,14,7,4,3,85.85653184269191
1,24,1,4,2,47.88860958882245
2,23,6,7,5,86.84479635423396
1,23,6,2,5,62.86306645638101
1,23,2,5,3,60.20821654435666
1,1,17,4,3,64.88261239703115
3,13,17,2,5,100.0
2,18,2,2,5,64.43762543771949
1,21,24,3,3,74.03318555861642
1,23,12,1,3,80.1065868160318
1,8,11,6,5,83.86560298364746
3,21,2,2,2,70.14923265338136
3,12,11,7,4,100.0
3,23,6,6,5,82.18895083028886
1,6,7,2,3,49.90200230405354
3,12,9,5,3,100.0
3,11,17,3,1,100.0
1,21,24,1,4,59.97231206026922
3,15,4,3,5,86.92605047428815
2,3,3,5,3,42.56294249847345
3,4,10,1,1,60.6059481657319
2,11,13,1,2,87.54588536971723
3,16,23,1,1,90.46789018430316
1,4,5,5,2,48.32092677188607
3,20,7,6,1,100.0
1,9,16,3,3,83.09235074484504
2,22,19,4,2,100.0
2,12,19,2,3,93.60511147616408
2,17,4,1,5,71.78981970589476
3,22,8,4,4,95.10187591858397
1,9,16,6,2,95.91534592647545
1,23,17,4,2,94.9898075142191
3,19,23,5,1,100.0
1,21,20,3,1,99.44412743934843
1,2,3,2,4,20.59326374142761
1,14,13,7,3,100.0
2,6,11,5,3,82.05352165924312
3,23,7,5,3,85.88425885701747
3,20,18,5,3,100.0
2,14,21,4,1,100.0
1,15,2,6,3,80.82112919035588
1,14,21,4,4,96.88728765046145
3,3,8,5,5,63.77402196364608
1,7,5,5,1,62.13325071666625
2,4,8,6,1,67.77700959792303
1,13,7,5,3,86.49839209419157
1,24,9,5,1,77.5729806415039
2,18,18,5,1,100.0
3,1,3,6,4,51.862435538304766
1,14,1,2,5,59.55528084794529
3,14,17,2,4,100.0
2,20,16,7,1,100.0
1,17,15,7,2,100.0
3,4,15,5,3,87.7790587055881
2,13,20,4,1,100.0
2,3,21,7,4,77.49381232647032
2,12,17,4,5,100.0
3,13,11,7,3,100.0
3,12,17,1,3,100.0
2,5,13,4,2,75.7525483178531
3,1,2,3,1,32.01478605516135
3,5,16,4,2,81.34008226247396
1,5,2,2,2,31.89952137610418
2,6,11,3,4,68.62281290862681
2,4,21,7,4,76.98236635836932
3,24,20,7,5,100.0
2,6,17,3,1,78.94537612872219
2,6,24,7,5,68.00069450129772
2,4,4,4,2,44.59105000685906
2,18,9,2,4,96.8810549196582
2,17,4,5,4,85.41029125551904
3,20,17,3,1,100.0
1,20,14,7,1,100.0
3,10,10,3,2,88.39953540258853
2,4,13,7,4,83.39443877961314
2,2,16,3,4,67.15327794075033
2,15,23,4,3,96.17263470678144
2,2,1,4,4,34.69982302123192
2,20,16,3,2,100.0
3,5,6,4,3,59.407889120718
3,14,1,2,3,63.63431992710483
3,18,6,1,2,87.56753171022167
2,19,8,5,3,100.0
3,15,23,5,4,97.99483843872969
3,7,15,6,3,97.57475093375524
3,9,19,1,5,78.10879856461483
3,10,14,5,1,100.0
1,18,17,3,1,100.0
3,20,16,5,4,100.0
1,2,1,3,4,28.120775273188514
1,20,12,7,1,100.0
3,5,23,7,1,77.40176536800057
2,16,11,2,3,100.0
1,2,5,6,4,44.377541769042686
1,3,2,3,5,31.510534928031042
3,10,12,6,3,100.0
1,9,24,4,4,60.499602915500425
1,4,12,5,4,69.37784297684051
3,22,17,3,3,100.0
1,18,19,6,1,100.0
1,7,13,4,2,79.42149858602328
1,15,6,4,1,82.66854590425679
3,14,9,1,2,89.31139308040693
2,1,10,6,1,62.9584332495624
1,3,10,6,2,63.571466996243565
1,23,17,4,1,99.10847980117794
1,15,9,6,4,96.94952317222575
3,23,20,4,1,97.48341213228453
3,10,8,2,4,80.51952243884763
1,15,11,4,5,100.0
2,11,3,5,5,68.27318861010248
3,16,24,6,3,100.0
1,11,9,4,3,88.1701451912136
2,4,2,6,5,43.60234873002716
3,23,10,5,3,99.01536039568087
1,18,17,2,2,100.0
2,14,9,7,4,100.0
2,5,19,3,3,72.61025646215565
1,18,20,1,4,90.14794469508786
1,24,21,7,3,93.60946270410246
1,11,18,3,1,98.69466833261319
2,3,9,5,5,58.34784134161094
2,2,15,4,4,65.9584876324715
2,16,8,5,2,99.65103645149598
2,10,17,5,3,100.0
3,15,12,7,5,100.0
2,23,2,6,4,71.21817487037568
2,15,22,2,2,91.37117346978698
1,20,13,1,1,96.15589682819706
1,23,12,5,4,100.0
1,7,8,2,2,57.46533966855455
3,13,21,1,4,91.99800164810406
1,14,10,4,4,93.92345772708616
3,8,7,7,1,88.9128132336831
3,2,14,7,1,87.26776442461768
3,5,22,1,1,56.53153463399623
3,2,9,4,3,58.80569067101171
2,24,23,5,4,71.88347203178716
2,19,3,4,2,84.43414703441894
3,24,6,3,4,65.89667828329955
2,8,1,1,3,43.49049361167731
3,3,17,4,5,76.52415164487249
1,5,12,6,2,76.15694350320814
2,16,19,1,4,100.0
2,19,22,7,5,100.0
2,11,5,1,2,65.35654308881078
1,4,20,4,5,65.41507193818958
1,14,9,2,5,85.9956645146405
3,2,11,1,2,58.307070459479235
3,9,24,6,5,78.97809816645062
2,5,1,7,4,54.80937393138684
2,7,15,1,2,73.73737482577599
1,19,10,5,5,100.0
3,9,17,1,1,91.82506168483468
3,21,18,7,1,100.0
3,2,18,6,4,80.80173745031833
3,9,18,6,1,100.0
2,5,1,2,1,32.33648522284046
2,11,16,4,1,100.0
2,3,2,3,5,32.75971999796565
1,17,14,2,4,99.89668077409542
1,12,20,6,4,98.76985316132523
2,17,13,1,1,100.0
